FacilityID,FacilityType,Longitude,Latitude,Builtyear,Spannumber,Spanlength_m,Structurelength_m,Deckwidth_m,Skew_deg,Facility_Description,NBIclass,HAZUSclass,Customclass,Vs30,Rhypo,im,State,Repair_Cost,RepairTime
06_55 0427,Bridge,-117.8320306,33.84756667,1967,2,41.1,84.1,14.3,34,2-span;34.0 deg skew;84.1 m structure Length;41.1 m Max Span Length; Built 1967;NBI 302,302,HWB12,MSSTEEL,760,12.97337841,117.6074613,Slight,49700.38765,5
06_55C0684,Bridge,-117.7938111,33.83079722,1993,1,53.3,54.3,29.3,22,1-span;22.0 deg skew;54.3 m structure Length;53.3 m Max Span Length; Built 1993;NBI 106,106,HWB4,Unknown,760,16.72455124,68.46935039,No Damage,0,5
06_55C0231,Bridge,-117.9807806,33.86626667,1958,1,18,18.3,20.1,42,1-span;42.0 deg skew;18.3 m structure Length;18 m Max Span Length; Built 1958;NBI 501,501,HWB3,Unknown,760,6.492288474,443.8513633,No Damage,0,5
06_55C0233,Bridge,-117.9680444,33.86831389,1958,1,9.4,9.8,15.2,0,1-span;0.0 deg skew;9.8 m structure Length;9.4 m Max Span Length; Built 1958;NBI 501,501,HWB3,Unknown,760,5.954386133,509.4729071,No Damage,0,5
06_55C0234,Bridge,-117.9505944,33.86831667,1961,1,14.6,15.2,14.9,23,1-span;23.0 deg skew;15.2 m structure Length;14.6 m Max Span Length; Built 1961;NBI 501,501,HWB3,Unknown,760,5.705584488,543.9126214,No Damage,0,5
06_55C0229,Bridge,-117.9221444,33.87739167,1939,1,10.7,11,11.6,30,1-span;30.0 deg skew;11.0 m structure Length;10.7 m Max Span Length; Built 1939;NBI 104,104,HWB3,Unknown,760,5.867635894,521.164325,No Damage,0,5
06_55C0587,Bridge,-117.8537611,33.86793611,1990,1,13.1,13.4,19.2,0,1-span;0.0 deg skew;13.4 m structure Length;13.1 m Max Span Length; Built 1990;NBI 501,501,HWB4,Unknown,760,10.53595443,181.4158848,No Damage,0,5
06_55C0236,Bridge,-117.9436194,33.865175,1958,1,8.2,8.5,15.8,0,1-span;0.0 deg skew;8.5 m structure Length;8.2 m Max Span Length; Built 1958;NBI 501,501,HWB3,Unknown,760,5.906587143,515.8739247,No Damage,0,5
06_55C0242,Bridge,-117.9369556,33.86293611,1958,1,8.2,8.5,13.4,17,1-span;17.0 deg skew;8.5 m structure Length;8.2 m Max Span Length; Built 1958;NBI 501,501,HWB3,Unknown,760,6.127462489,487.1084635,No Damage,0,5
06_55C0226,Bridge,-117.9308306,33.87396667,1922,1,11.3,11.9,12.5,0,1-span;0.0 deg skew;11.9 m structure Length;11.3 m Max Span Length; Built 1922;NBI 101,101,HWB3,MSRC-Slab,760,5.699198555,544.834083,No Damage,0,5
06_55C0244,Bridge,-117.9264333,33.86300833,1963,1,10.7,11,14,0,1-span;0.0 deg skew;11.0 m structure Length;10.7 m Max Span Length; Built 1963;NBI 501,501,HWB3,Unknown,760,6.379520788,456.6884337,No Damage,0,5
06_55C0271,Bridge,-118.0107222,33.82151111,1959,1,10.4,11,23.5,0,1-span;0.0 deg skew;11.0 m structure Length;10.4 m Max Span Length; Built 1959;NBI 501,501,HWB3,Unknown,760,10.95939013,167.3819445,No Damage,0,5
06_55C0272,Bridge,-118.0020556,33.82411389,1959,1,10.7,11,18.9,21,1-span;21.0 deg skew;11.0 m structure Length;10.7 m Max Span Length; Built 1959;NBI 501,501,HWB3,Unknown,760,10.35333194,187.9602198,No Damage,0,5
06_55C0273,Bridge,-118.0008639,33.82460556,1959,1,16.3,17.6,21.6,68,1-span;68.0 deg skew;17.6 m structure Length;16.3 m Max Span Length; Built 1959;NBI 119,119,HWB3,Unknown,760,10.26168337,191.3643644,No Damage,0,5
06_55C0274,Bridge,-117.9846333,33.83000833,1959,1,10.4,11,18.9,0,1-span;0.0 deg skew;11.0 m structure Length;10.4 m Max Span Length; Built 1959;NBI 501,501,HWB3,Unknown,760,9.196292891,237.7236662,No Damage,0,5
06_55C0275,Bridge,-117.9759028,33.83461944,1959,1,13.6,14.4,31.1,40,1-span;40.0 deg skew;14.4 m structure Length;13.6 m Max Span Length; Built 1959;NBI 501,501,HWB3,Unknown,760,8.548665111,273.333953,No Damage,0,5
06_55C0675,Bridge,-117.9241111,33.81406944,2000,2,36.2,55.8,12,0,2-span;0.0 deg skew;55.8 m structure Length;36.2 m Max Span Length; Built 2000;NBI 605,605,HWB23,Unknown,760,10.37278181,187.2482644,No Damage,0,5
06_55C0674,Bridge,-117.9221583,33.81830556,2000,2,7.9,87.1,10.1,0,2-span;0.0 deg skew;87.1 m structure Length;7.9 m Max Span Length; Built 2000;NBI 201,201,HWB11,MCRC-Slab,760,10.0212958,200.694793,No Damage,0,5
06_55C0227,Bridge,-117.9286639,33.87397222,1922,1,11.3,11.9,12.5,0,1-span;0.0 deg skew;11.9 m structure Length;11.3 m Max Span Length; Built 1922;NBI 101,101,HWB3,MSRC-Slab,760,5.762833894,535.7376564,No Damage,0,5
06_55C0200,Bridge,-118.0111056,33.86196667,1950,3,6.1,18.9,28.3,0,3-span;0.0 deg skew;18.9 m structure Length;6.1 m Max Span Length; Built 1950;NBI 201,201,HWB10,MCRC-Slab,760,8.318220841,287.672918,No Damage,0,5
06_55C0225,Bridge,-117.9330444,33.87395556,1940,1,14.6,14.6,14.5,20,1-span;20.0 deg skew;14.6 m structure Length;14.6 m Max Span Length; Built 1940;NBI 101,101,HWB3,MSRC-Slab,760,5.640991011,553.323166,No Damage,0,5
06_55C0143,Bridge,-117.8392611,33.86804167,1964,3,4.9,15.5,29.3,99,3-span;99.0 deg skew;15.5 m structure Length;4.9 m Max Span Length; Built 1964;NBI 119,119,HWB5,Unknown,760,11.67949754,146.7196517,No Damage,0,5
06_55C0050,Bridge,-117.8799139,33.79566389,1966,7,16.2,106.4,21.6,20,7-span;20.0 deg skew;106.4 m structure Length;16.2 m Max Span Length; Built 1966;NBI 204,204,HWB10,Unknown,760,13.54893003,107.2388032,No Damage,0,5
06_55C0051,Bridge,-117.9907361,33.86291667,1959,1,10.4,11,29.6,21,1-span;21.0 deg skew;11.0 m structure Length;10.4 m Max Span Length; Built 1959;NBI 501,501,HWB3,Unknown,760,7.116582436,380.4535951,No Damage,0,5
06_55C0069,Bridge,-117.8623889,33.80886667,1959,2,3,9.4,36.1,42,2-span;42.0 deg skew;9.4 m structure Length;3 m Max Span Length; Built 1959;NBI 119,119,HWB5,Unknown,760,13.31829114,111.2309023,No Damage,0,5
06_55C0072,Bridge,-117.9348972,33.80306944,1963,3,2.4,7.9,36.9,4,3-span;4.0 deg skew;7.9 m structure Length;2.4 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,11.26388127,158.1880083,No Damage,0,5
06_55C0078,Bridge,-117.825925,33.86642778,1964,2,3,6.7,24.8,10,2-span;10.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1964;NBI 119,119,HWB5,Unknown,760,12.80746091,120.8606586,No Damage,0,5
06_55C0091,Bridge,-117.9585194,33.79772778,1963,2,3,6.7,43.3,0,2-span;0.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,11.74546968,145.00535,No Damage,0,5
06_55C0102,Bridge,-117.94145,33.84166944,1959,1,10.7,11,32.2,0,1-span;0.0 deg skew;11.0 m structure Length;10.7 m Max Span Length; Built 1959;NBI 501,501,HWB3,Unknown,760,7.626541181,336.9841566,No Damage,0,5
06_55C0111,Bridge,-117.8356722,33.84766389,1967,13,20.7,262.7,22.9,99,13-span;99.0 deg skew;262.7 m structure Length;20.7 m Max Span Length; Built 1967;NBI 204,204,HWB1,Unknown,760,12.68917108,123.2581179,No Damage,0,5
06_55C0114,Bridge,-117.8423833,33.86749722,1967,2,11,22.6,34.7,3,2-span;3.0 deg skew;22.6 m structure Length;11 m Max Span Length; Built 1967;NBI 201,201,HWB10,MCRC-Slab,760,11.44395939,153.073102,No Damage,0,5
06_55C0130,Bridge,-117.8525556,33.84331667,1963,18,16.8,293.5,26.1,0,18-span;0.0 deg skew;293.5 m structure Length;16.8 m Max Span Length; Built 1963;NBI 204,204,HWB1,Unknown,760,11.65226568,147.4354334,No Damage,0,5
06_55C0147,Bridge,-117.9592972,33.86837222,1958,1,8.8,10.1,24.4,0,1-span;0.0 deg skew;10.1 m structure Length;8.8 m Max Span Length; Built 1958;NBI 501,501,HWB3,Unknown,760,5.772091039,534.4301554,No Damage,0,5
06_55C0224,Bridge,-117.9506694,33.87544167,1940,1,13.4,13.4,12.8,0,1-span;0.0 deg skew;13.4 m structure Length;13.4 m Max Span Length; Built 1940;NBI 101,101,HWB3,MSRC-Slab,760,5.369394003,595.1713921,No Damage,0,5
06_55C0159,Bridge,-117.8704167,33.81655,1967,6,21.9,121,24.4,14,6-span;14.0 deg skew;121.0 m structure Length;21.9 m Max Span Length; Built 1967;NBI 204,204,HWB10,Unknown,760,12.27704726,132.1533412,No Damage,0,5
06_55C0168,Bridge,-117.7794972,33.80248056,1937,2,4,8.5,7.3,0,2-span;0.0 deg skew;8.5 m structure Length;4 m Max Span Length; Built 1937;NBI 702,702,HWB28,Unknown,760,19.31422323,50.73360851,No Damage,0,5
06_55C0184,Bridge,-117.7950861,33.8146,1970,3,21.9,55.8,26,18,3-span;18.0 deg skew;55.8 m structure Length;21.9 m Max Span Length; Built 1970;NBI 204,204,HWB10,Unknown,760,17.4511473,62.60187427,No Damage,0,5
06_55C0193,Bridge,-117.9936444,33.86146944,1958,1,10.7,11,24.7,3,1-span;3.0 deg skew;11.0 m structure Length;10.7 m Max Span Length; Built 1958;NBI 501,501,HWB3,Unknown,760,7.339069916,360.6589814,No Damage,0,5
06_55C0194,Bridge,-117.9849306,33.86398056,1958,1,10.7,11,21.9,0,1-span;0.0 deg skew;11.0 m structure Length;10.7 m Max Span Length; Built 1958;NBI 501,501,HWB3,Unknown,760,6.788329436,412.2474386,No Damage,0,5
06_55C0690,Bridge,-117.7822444,33.81029444,2012,1,11.7,12,17.8,27,1-span;27.0 deg skew;12.0 m structure Length;11.7 m Max Span Length; Built 2012;NBI 101,101,HWB4,MSRC-Slab,760,18.66474583,54.42474453,No Damage,0,5
06_55C0685,Bridge,-117.9061944,33.87399167,1964,1,8.5,9.8,32.8,30,1-span;30.0 deg skew;9.8 m structure Length;8.5 m Max Span Length; Built 1964;NBI 119,119,HWB3,Unknown,760,6.746069401,416.5812694,No Damage,0,5
06_55C0199,Bridge,-118.0194722,33.81906667,1958,1,10.7,11,19.5,5,1-span;5.0 deg skew;11.0 m structure Length;10.7 m Max Span Length; Built 1958;NBI 501,501,HWB3,Unknown,760,11.58806611,149.1420542,No Damage,0,5
06_55C0290,Bridge,-117.9418694,33.8748,1936,1,11.3,13.1,24.4,0,1-span;0.0 deg skew;13.1 m structure Length;11.3 m Max Span Length; Built 1936;NBI 101,101,HWB3,MSRC-Slab,760,5.441464762,583.6953787,No Damage,0,5
06_55C0201,Bridge,-118.0024056,33.86200556,1958,1,10.7,11,22.2,0,1-span;0.0 deg skew;11.0 m structure Length;10.7 m Max Span Length; Built 1958;NBI 501,501,HWB3,Unknown,760,7.789925454,324.4114928,No Damage,0,5
06_55C0289,Bridge,-117.9672917,33.87757778,1957,2,10.7,21.9,20.7,16,2-span;16.0 deg skew;21.9 m structure Length;10.7 m Max Span Length; Built 1957;NBI 201,201,HWB10,MCRC-Slab,760,5.533878357,569.37783,No Damage,0,5
06_55C0671,Bridge,-117.924275,33.81411111,2000,6,39.9,203.3,11,0,6-span;0.0 deg skew;203.3 m structure Length;39.9 m Max Span Length; Built 2000;NBI 605,605,HWB2,Unknown,760,10.36543979,187.5165899,No Damage,0,5
06_55C0673,Bridge,-117.9220556,33.81716667,2000,2,70,140.8,10.1,0,2-span;0.0 deg skew;140.8 m structure Length;70 m Max Span Length; Built 2000;NBI 605,605,HWB23,Unknown,760,10.12890896,196.4443009,No Damage,0,5
06_55C0613,Bridge,-117.9760056,33.85362222,1999,1,46.5,47.5,36,33,1-span;33.0 deg skew;47.5 m structure Length;46.5 m Max Span Length; Built 1999;NBI 505,505,HWB4,Unknown,760,7.081435066,383.7058187,No Damage,0,5
06_55C0386,Bridge,-117.924225,33.87506667,1930,1,9.1,9.4,24.4,30,1-span;30.0 deg skew;9.4 m structure Length;9.1 m Max Span Length; Built 1930;NBI 104,104,HWB3,Unknown,760,5.870182614,520.8163685,No Damage,0,5
06_55C0404,Bridge,-117.9840639,33.79001389,1959,2,3.7,10.1,24.4,38,2-span;38.0 deg skew;10.1 m structure Length;3.7 m Max Span Length; Built 1959;NBI 119,119,HWB5,Unknown,760,12.89706531,119.0881752,No Damage,0,5
06_55C0405,Bridge,-117.9804083,33.79241111,1963,2,3.4,7.3,15.2,0,2-span;0.0 deg skew;7.3 m structure Length;3.4 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,12.58021971,125.5259871,No Damage,0,5
06_55C0406,Bridge,-117.9674361,33.79769167,1963,2,3,6.7,23.9,0,2-span;0.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,11.83555362,142.7088672,No Damage,0,5
06_55C0407,Bridge,-117.9636861,33.79770556,1963,2,3,6.7,15.2,0,2-span;0.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,11.79087577,143.8414928,No Damage,0,5
06_55C0408,Bridge,-117.9751028,33.79589167,1963,2,5.5,12,30.6,52,2-span;52.0 deg skew;12.0 m structure Length;5.5 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,12.1326555,135.4824425,No Damage,0,5
06_55C0409,Bridge,-117.9598667,33.79771944,1963,2,3,6.7,18.2,0,2-span;0.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,11.75571426,144.7416258,No Damage,0,5
06_55C0410,Bridge,-117.9533528,33.79773889,1963,2,3,6.7,18.2,0,2-span;0.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,11.72044816,145.6522697,No Damage,0,5
06_55C0411,Bridge,-117.9495583,33.79775833,1963,2,3,6.7,18.2,0,2-span;0.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,11.71328809,145.8381231,No Damage,0,5
06_55C0412,Bridge,-117.9380361,33.79895,1963,2,4.5,10.1,18.2,53,2-span;53.0 deg skew;10.1 m structure Length;4.5 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,11.64243516,147.6950084,No Damage,0,5
06_55C0469,Bridge,-117.8562528,33.84965556,1960,3,4.3,23.8,35.7,45,3-span;45.0 deg skew;23.8 m structure Length;4.3 m Max Span Length; Built 1960;NBI 119,119,HWB5,Unknown,760,11.06693294,164.0535003,No Damage,0,5
06_55C0672,Bridge,-117.9222778,33.81624444,2000,13,7.9,103,10.1,0,13-span;0.0 deg skew;103.0 m structure Length;7.9 m Max Span Length; Built 2000;NBI 201,201,HWB11,MCRC-Slab,760,10.20937603,193.3443852,No Damage,0,5
06_55C0508,Bridge,-117.7529139,33.87621667,1981,5,23.8,97.8,24.4,99,5-span;99.0 deg skew;97.8 m structure Length;23.8 m Max Span Length; Built 1981;NBI 602,602,HWB22,Unknown,760,18.92183222,52.91263443,No Damage,0,5
06_55C0510,Bridge,-117.8167,33.85478889,1970,6,21.9,121.6,24.4,2,6-span;2.0 deg skew;121.6 m structure Length;21.9 m Max Span Length; Built 1970;NBI 204,204,HWB10,Unknown,760,13.91208751,101.3583705,No Damage,0,5
06_55C0511,Bridge,-117.8053833,33.80980278,1982,1,6.4,6.7,0,0,1-span;0.0 deg skew;6.7 m structure Length;6.4 m Max Span Length; Built 1982;NBI 319,319,HWB3,Unknown,760,16.96803621,66.41097967,No Damage,0,5
06_55C0515,Bridge,-117.9783194,33.83206944,1959,2,3.8,8.5,29,14,2-span;14.0 deg skew;8.5 m structure Length;3.8 m Max Span Length; Built 1959;NBI 119,119,HWB5,Unknown,760,8.830495107,257.0352586,No Damage,0,5
06_55C0532,Bridge,-117.7771306,33.84454444,1972,2,3,6.4,32,10,2-span;10.0 deg skew;6.4 m structure Length;3 m Max Span Length; Built 1972;NBI 119,119,HWB5,Unknown,760,17.53648543,61.96467654,No Damage,0,5
06_55C0533,Bridge,-117.7757222,33.84335278,1972,2,3,7,25.3,2,2-span;2.0 deg skew;7.0 m structure Length;3 m Max Span Length; Built 1972;NBI 119,119,HWB5,Unknown,760,17.69562477,60.8034373,No Damage,0,5
06_55C0534,Bridge,-117.7787694,33.80745833,1985,1,7.3,8.5,11.9,99,1-span;99.0 deg skew;8.5 m structure Length;7.3 m Max Span Length; Built 1985;NBI 101,101,HWB3,MSRC-Slab,760,19.08670088,51.97869319,No Damage,0,5
06_55C0563L,Bridge,-117.8754194,33.80610556,1989,4,30.8,124.4,18.3,20,4-span;20.0 deg skew;124.4 m structure Length;30.8 m Max Span Length; Built 1989;NBI 602,602,HWB22,Unknown,760,12.85654272,119.8851795,No Damage,0,5
06_55C0563R,Bridge,-117.8754972,33.80592778,1989,4,30.8,124.4,15.8,20,4-span;20.0 deg skew;124.4 m structure Length;30.8 m Max Span Length; Built 1989;NBI 602,602,HWB22,Unknown,760,12.86759303,119.6670944,No Damage,0,5
06_55C0602,Bridge,-117.9732389,33.87815278,1991,1,20.7,21.3,15.2,0,1-span;0.0 deg skew;21.3 m structure Length;20.7 m Max Span Length; Built 1991;NBI 502,502,HWB4,MSPC,760,5.701378465,544.519314,No Damage,0,5
06_55C0618M,Bridge,-117.8487167,33.87587222,1992,2,4.9,10.1,22,10,2-span;10.0 deg skew;10.1 m structure Length;4.9 m Max Span Length; Built 1992;NBI 119,119,HWB7,Unknown,760,10.73819276,174.5221133,No Damage,0,5
06_55C0356,Bridge,-117.8793083,33.86596944,1969,2,3,6.4,24.8,0,2-span;0.0 deg skew;6.4 m structure Length;3 m Max Span Length; Built 1969;NBI 119,119,HWB5,Unknown,760,8.724624599,263.0053632,No Damage,0,5
06_55C0645,Bridge,-117.9869833,33.87735278,1996,1,19.8,20.6,23.8,5,1-span;5.0 deg skew;20.6 m structure Length;19.8 m Max Span Length; Built 1996;NBI 605,605,HWB4,Unknown,760,6.321491578,463.4759293,No Damage,0,5
06_55C0353,Bridge,-117.9078444,33.85019722,1961,2,8.2,16.5,12.2,0,2-span;0.0 deg skew;16.5 m structure Length;8.2 m Max Span Length; Built 1961;NBI 501,501,HWB17,Unknown,760,7.906525858,315.805173,No Damage,0,5
06_55C0293,Bridge,-117.941775,33.86459444,1958,1,7.6,8.5,22.6,8,1-span;8.0 deg skew;8.5 m structure Length;7.6 m Max Span Length; Built 1958;NBI 501,501,HWB3,Unknown,760,5.958840033,508.8815162,No Damage,0,5
06_55C0294,Bridge,-117.9286,33.86299167,1959,1,10.1,11,18.3,14,1-span;14.0 deg skew;11.0 m structure Length;10.1 m Max Span Length; Built 1959;NBI 501,501,HWB3,Unknown,760,6.316342397,464.084305,No Damage,0,5
06_55C0579,Bridge,-118.0051472,33.87796111,1987,1,26.8,27.1,18.9,0,1-span;0.0 deg skew;27.1 m structure Length;26.8 m Max Span Length; Built 1987;NBI 502,502,HWB3,MSPC,760,7.356779567,359.1402819,No Damage,0,5
06_55C0296,Bridge,-117.9078,33.87240833,1964,1,8.5,9.8,22,60,1-span;60.0 deg skew;9.8 m structure Length;8.5 m Max Span Length; Built 1964;NBI 119,119,HWB3,Unknown,760,6.717199718,419.5749924,No Damage,0,5
06_55C0300,Bridge,-117.8512333,33.87033889,1967,3,5.1,11.9,32.3,44,3-span;44.0 deg skew;11.9 m structure Length;5.1 m Max Span Length; Built 1967;NBI 119,119,HWB5,Unknown,760,10.66617435,176.9357904,No Damage,0,5
06_55C0304,Bridge,-117.8183444,33.86546667,1965,2,3,6.7,30.9,6,2-span;6.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1965;NBI 119,119,HWB5,Unknown,760,13.4588786,108.7727043,No Damage,0,5
06_55C0314,Bridge,-117.8234278,33.86634444,1965,2,3,6.7,9.8,0,2-span;0.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1965;NBI 119,119,HWB5,Unknown,760,13.01545094,116.8022539,No Damage,0,5
06_55C0315,Bridge,-117.8313028,33.87201667,1964,3,2.7,9.1,25.5,0,3-span;0.0 deg skew;9.1 m structure Length;2.7 m Max Span Length; Built 1964;NBI 119,119,HWB5,Unknown,760,12.23305018,133.1555421,No Damage,0,5
06_55C0316,Bridge,-117.8369167,33.86976944,1964,3,4.8,15.5,25.3,45,3-span;45.0 deg skew;15.5 m structure Length;4.8 m Max Span Length; Built 1964;NBI 119,119,HWB5,Unknown,760,11.82509406,142.9729183,No Damage,0,5
06_55C0317,Bridge,-117.8549111,33.85924167,1960,1,14.6,14.9,19.5,10,1-span;10.0 deg skew;14.9 m structure Length;14.6 m Max Span Length; Built 1960;NBI 501,501,HWB3,Unknown,760,10.74592907,174.2654887,No Damage,0,5
06_55 1072,Bridge,-117.9978361,33.86585833,2010,2,41,77.4,43.9,33,2-span;33.0 deg skew;77.4 m structure Length;41 m Max Span Length; Built 2010;NBI 205,205,HWB11,Unknown,760,7.346677057,360.0056268,No Damage,0,5
06_55C0319,Bridge,-117.8561611,33.85125556,1960,1,17.4,17.7,38.7,19,1-span;19.0 deg skew;17.7 m structure Length;17.4 m Max Span Length; Built 1960;NBI 505,505,HWB3,Unknown,760,10.9971566,166.2026925,No Damage,0,5
06_55C0321,Bridge,-117.8653917,33.80599722,1959,2,4.9,10.4,12.6,41,2-span;41.0 deg skew;10.4 m structure Length;4.9 m Max Span Length; Built 1959;NBI 119,119,HWB5,Unknown,760,13.38147469,110.116404,No Damage,0,5
06_55C0322,Bridge,-117.8667056,33.80474722,1959,2,4.4,9.3,30.3,25,2-span;25.0 deg skew;9.3 m structure Length;4.4 m Max Span Length; Built 1959;NBI 119,119,HWB5,Unknown,760,13.41276321,109.5704046,No Damage,0,5
06_55C0646,Bridge,-117.77705,33.86560833,1998,3,35,97.7,26.2,13,3-span;13.0 deg skew;97.7 m structure Length;35 m Max Span Length; Built 1998;NBI 605,605,HWB23,Unknown,760,16.9687663,66.40495267,No Damage,0,5
06_55C0347,Bridge,-117.9788944,33.83090833,1959,1,12.8,13.4,10.4,47,1-span;47.0 deg skew;13.4 m structure Length;12.8 m Max Span Length; Built 1959;NBI 501,501,HWB3,Unknown,760,8.945899388,250.7276565,No Damage,0,5
06_55C0348,Bridge,-117.9586917,33.83990556,1959,1,7.3,7.6,37,99,1-span;99.0 deg skew;7.6 m structure Length;7.3 m Max Span Length; Built 1959;NBI 119,119,HWB3,Unknown,760,7.783915174,324.8632312,No Damage,0,5
06_55C0349,Bridge,-117.9562611,33.84057778,1960,1,9.4,9.8,18.3,10,1-span;10.0 deg skew;9.8 m structure Length;9.4 m Max Span Length; Built 1960;NBI 501,501,HWB3,Unknown,760,7.706128181,330.7832551,No Damage,0,5
06_55C0350,Bridge,-117.9472722,33.84163889,1960,1,10.7,11,11,0,1-span;0.0 deg skew;11.0 m structure Length;10.7 m Max Span Length; Built 1960;NBI 501,501,HWB3,Unknown,760,7.59511613,339.4735545,No Damage,0,5
06_55C0351,Bridge,-117.937225,33.84218611,1961,1,11.9,12.2,11.6,30,1-span;30.0 deg skew;12.2 m structure Length;11.9 m Max Span Length; Built 1961;NBI 501,501,HWB3,Unknown,760,7.632070604,336.5485524,No Damage,0,5
06_55C0352,Bridge,-117.9315639,33.84629722,1961,1,10.7,11,11.6,13,1-span;13.0 deg skew;11.0 m structure Length;10.7 m Max Span Length; Built 1961;NBI 501,501,HWB3,Unknown,760,7.399617948,355.5002198,No Damage,0,5
06_55 1073L,Bridge,-117.9915556,33.86271389,2010,3,15.5,28.2,29.6,40,3-span;40.0 deg skew;28.2 m structure Length;15.5 m Max Span Length; Built 2010;NBI 601,601,HWB23,Unknown,760,7.167839555,375.7731855,No Damage,0,5
06_55 0924,Bridge,-117.8319333,33.80225278,2002,2,29.5,59.9,20.7,5,2-span;5.0 deg skew;59.9 m structure Length;29.5 m Max Span Length; Built 2002;NBI 605,605,HWB23,Unknown,760,15.64882957,78.84962613,No Damage,0,5
06_55 1071,Bridge,-118.0024583,33.86823056,2010,2,47.7,88.4,25.5,34,2-span;34.0 deg skew;88.4 m structure Length;47.7 m Max Span Length; Built 2010;NBI 205,205,HWB11,Unknown,760,7.512243535,346.1522277,No Damage,0,5
06_55 0464,Bridge,-117.8801833,33.877925,1969,1,45.7,46.3,51.3,1,1-span;1.0 deg skew;46.3 m structure Length;45.7 m Max Span Length; Built 1969;NBI 505,505,HWB3,Unknown,760,8.297121207,289.03408,No Damage,0,5
06_55 0404,Bridge,-117.8558361,33.84813889,1964,3,32.3,72.8,29.2,10,3-span;10.0 deg skew;72.8 m structure Length;32.3 m Max Span Length; Built 1964;NBI 502,502,HWB17,MSPC,760,11.17127818,160.9096179,No Damage,0,5
06_55 0414,Bridge,-117.838075,33.85150833,1967,2,33.8,60.4,21.6,13,2-span;13.0 deg skew;60.4 m structure Length;33.8 m Max Span Length; Built 1967;NBI 302,302,HWB12,MSSTEEL,760,12.33956552,130.7472779,No Damage,0,5
06_55 0446,Bridge,-117.8756167,33.84931389,1974,2,39.6,79.9,45.1,25,2-span;25.0 deg skew;79.9 m structure Length;39.6 m Max Span Length; Built 1974;NBI 205,205,HWB10,Unknown,760,9.758902638,211.5859193,No Damage,0,5
06_55 0446F,Bridge,-117.876175,33.84953889,1969,2,40.5,77.7,7.9,0,2-span;0.0 deg skew;77.7 m structure Length;40.5 m Max Span Length; Built 1969;NBI 205,205,HWB10,Unknown,760,9.710419978,213.6838072,No Damage,0,5
06_55 0446G,Bridge,-117.8755194,33.849275,1974,2,38.7,78,7.9,21,2-span;21.0 deg skew;78.0 m structure Length;38.7 m Max Span Length; Built 1974;NBI 205,205,HWB10,Unknown,760,9.767338593,211.2236862,No Damage,0,5
06_55 0447G,Bridge,-117.8773861,33.850075,1969,8,42.7,281,12.5,99,8-span;99.0 deg skew;281.0 m structure Length;42.7 m Max Span Length; Built 1969;NBI 205,205,HWB1,Unknown,760,9.602928646,218.4344845,No Damage,0,5
06_55 0448F,Bridge,-117.8763528,33.84705833,1974,13,40.5,404.5,11,99,13-span;99.0 deg skew;404.5 m structure Length;40.5 m Max Span Length; Built 1974;NBI 205,205,HWB1,Unknown,760,9.839440775,208.1610575,No Damage,0,5
06_55 0450,Bridge,-117.8783361,33.86610556,1969,3,12.2,31.1,62.7,3,3-span;3.0 deg skew;31.1 m structure Length;12.2 m Max Span Length; Built 1969;NBI 203,203,HWB10,Unknown,760,8.786384543,259.5009545,No Damage,0,5
06_55 0456,Bridge,-117.8801167,33.8739,1969,1,45.7,46.3,51.4,12,1-span;12.0 deg skew;46.3 m structure Length;45.7 m Max Span Length; Built 1969;NBI 505,505,HWB3,Unknown,760,8.403908995,282.22966,No Damage,0,5
06_55 0457,Bridge,-117.8779639,33.86450833,1969,1,45.7,46.3,56.7,3,1-span;3.0 deg skew;46.3 m structure Length;45.7 m Max Span Length; Built 1969;NBI 505,505,HWB3,Unknown,760,8.87406495,254.629756,No Damage,0,5
06_55 0459,Bridge,-117.8769444,33.86115833,1969,2,27.7,53,66,3,2-span;3.0 deg skew;53.0 m structure Length;27.7 m Max Span Length; Built 1969;NBI 205,205,HWB10,Unknown,760,9.083198739,243.4847345,No Damage,0,5
06_55 0460,Bridge,-117.8796639,33.87050556,1969,4,32.6,109.1,55,62,4-span;62.0 deg skew;109.1 m structure Length;32.6 m Max Span Length; Built 1969;NBI 205,205,HWB10,Unknown,760,8.538872828,273.9241327,No Damage,0,5
